System,Subject,Category,Item,Year,No. of Cases
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong,2020,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Unknown,2020,3
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2020,146
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2020,462
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2020,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2020,33
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2020,26
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2020,652
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2020,22
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2020,16
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2020,4
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2020,10
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2020,9
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2020,24
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2020,43
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2020,1
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2020,114
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2020,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2020,84
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2020,6
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2020,327
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2020,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2020,51
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2020,13
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2020,9
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2020,31
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2020,27
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2020,40
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2020,83
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2020,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2020,19
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2020,19
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2020,44
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2020,50
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2020,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2020,27
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2020,33
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2020,32
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2020,29
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2020,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2020,8
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2020,85
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2021,2203
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2021,27
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2021,275
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2021,210
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2021,2307
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2021,408
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2021,1582
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2021,290
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2021,136
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2021,17
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2021,446
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2021,19
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2021,222
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2021,3
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2021,53
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2021,58
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2021,51
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2021,97
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2021,45
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2021,128
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2021,182
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2021,133
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2021,149
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2021,151
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2021,248
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2021,277
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2021,100
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2021,156
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2021,356
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2021,113
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2021,216
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2021,189
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong,2021,1
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Unknown,2021,12
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2021,149
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2021,772
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2021,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2021,3
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2021,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2021,79
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2021,53
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2021,993
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2021,69
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2021,21
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2021,26
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2021,11
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2021,4
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2021,18
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2021,42
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2021,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2021,60
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2021,4
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2021,163
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2021,10
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2021,133
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2021,5
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2021,420
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2021,143
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2021,75
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2021,11
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2021,20
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2021,35
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2021,16
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2021,31
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2021,91
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2021,27
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2021,20
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2021,32
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2021,60
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2021,47
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2021,21
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2021,26
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2021,51
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2021,34
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2021,49
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2021,22
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2021,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2021,380
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2022,1649
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2022,17
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2022,189
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2022,222
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2022,1750
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2022,327
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2022,1323
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2022,237
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2022,79
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2022,17
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2022,301
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2022,11
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2022,105
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2022,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2022,36
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2022,35
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2022,48
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2022,87
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2022,21
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2022,86
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2022,142
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2022,149
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2022,125
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2022,102
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2022,220
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2022,159
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2022,90
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2022,141
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2022,284
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2022,75
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2022,111
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2022,165
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong,2022,0
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Unknown,2022,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2022,102
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2022,489
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2022,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2022,3
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2022,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2022,90
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2022,53
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2022,712
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2022,28
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2022,20
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2022,1
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2022,12
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2022,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2022,18
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2022,22
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2022,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2022,51
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2022,3
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2022,95
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2022,8
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2022,83
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2022,13
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2022,301
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2022,111
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2022,68
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2022,8
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2022,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2022,35
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2022,15
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2022,33
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2022,85
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2022,61
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2022,32
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2022,15
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2022,46
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2022,47
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2022,10
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2022,20
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2022,29
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2022,41
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2022,22
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2022,25
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2022,8
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2022,126
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2023,1528
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2023,9
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2023,153
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2023,248
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2023,1642
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2023,296
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2023,1230
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2023,216
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2023,83
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2023,17
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2023,277
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2023,8
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2023,101
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2023,6
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2023,36
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2023,29
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2023,59
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2023,68
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2023,22
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2023,107
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2023,149
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2023,165
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2023,109
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2023,68
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2023,140
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2023,148
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2023,60
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2023,123
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2023,281
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2023,85
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2023,101
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2023,178
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong,2023,8
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Unknown,2023,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2023,148
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2023,465
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2023,0
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2023,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2023,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2023,85
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2023,43
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2023,729
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2023,18
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2023,8
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2023,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2023,8
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2023,5
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2023,13
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2023,38
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2023,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2023,51
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2023,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2023,129
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2023,4
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2023,92
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2023,12
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2023,319
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2023,68
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2023,68
